EAN;Produto_Pesquisa;Preco_Principal;Qtd_Pesquisas_Principal;Farmacia_Principal;Rede_Principal;Menor_Preco_Concorrente;Loja_Menor_Preco_Concorrente;Rede_Menor_Preco_Concorrente;Qtd_Pesquisas_Concorrentes;Produto;Laboratório;Família;CURVA;Recomendacao;Ganho_Potencial;Margem_%;Lucro_Unitario;Preco_Medio;Dif_vs_Concorrente_R$;Dif_vs_Concorrente_%;Custo_Estimado;Lucro_Apos_Acompanhar;Margem_Apos_Acompanhar_%;Tipo_Alerta;Prioridade;Ação Recomendada;Ordem_Prioridade
0;PRINCIPIA GL-02 - GEL DE LIMPEZA SUAVE 500ML;14.623541666666668;48;ZANOL E THOMAZ LTDA;Zanol e Thomaz;0.25;TRIANGULO DROGARIA LTDA;Triangulo;749.0;ADESIVO SILVER MAX PRETO SUPER BRILHO 1.22X50;;;;SEM CUSTO;;;;31.2;14.373541666666668;5749.416666666667;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896235353980;MONANGE SAB LIQ FRUTAS VERMELHAS 240ML;9.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.99;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;27.0;SAB MONANGE FRUTAS V;COTY;MONANGE;A;SUBIR PREÇO URGENTE;6.438571428571429;-196.4824120603015;-3.91;1.99;8.0;402.01005025125625;13.9;-11.91;-598.4924623115578;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896423420180;SNICKERS RECH ORIGINAL 45GR;4.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.5;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;17.0;CHOC SNICKERS 45G;;;;SEM CUSTO;;;;3.495;2.99;199.33333333333334;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317452964;DOXAZOSINA 2MG 30CPR EURO;20.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.69;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;7.0;MESIL DOXAZOSINA 2MG;EUROFARMA;DOXAZOSINA;B;SUBIR PREÇO URGENTE;2.870714285714286;3.868660598179457;0.2975000000000003;7.69;13.299999999999997;172.95188556566964;20.6925;-13.002499999999998;-169.08322496749022;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896422504744;SIMETICONA 75MG GTS 15ML MEDLEY;12.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;5.54;TRIANGULO DROGARIA LTDA;Triangulo;26.0;SIMETICONA 75MG GTS 15ML MEDLEY;SANOFI-MEDLEY;SIMETICONA;A;COMPETITIVO;-1.603571428571428;50.26173285198556;2.7845;12.6352380952381;7.45;134.4765342960289;10.2055;-4.665500000000001;-84.21480144404333;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317431358;ESPIRONOLACTONA 25MG 30CPR EURO;19.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.7;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;40.0;ESPIRONOLACTONA 25MG;EUROFARMA;ESPIRONOLACTONA;A;SUBIR PREÇO;1.115486194477787;21.02482372259252;1.829159663865549;8.7;11.29;129.77011494252875;18.16084033613445;-9.46084033613445;-108.7452912199362;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7506339326055;ALWAYS ABS NOITE SUAVE  L32P26;41.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;18.9;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;16.0;ABS ALWAYS NOTURNO SUAVE G CA 32X1;PROCTER GAMBLE;ALWAYS;B;SUBIR PREÇO URGENTE;8.695714285714288;7.278835386338184;1.949999999999999;27.32111111111111;23.090000000000003;122.16931216931219;40.040000000000006;-21.140000000000008;-111.85185185185189;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891008123975;GAROTO CHOC TAB AO LEITE 80GR;10.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;5.0;POSTERUS SUPERMERCADOS LTDA;Posterus Super Rcados;19.0;CHOC BR GAROTO AO LEITE 80G;NESTLE;GAROTO;C;SUBIR PREÇO URGENTE;7.139285714285716;-69.95000000000002;-3.4975;6.645;5.99;119.8;14.4875;-9.4875;-189.75000000000003;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897595602626;ACICLOVIR 200MG 25 CP SANDOZ;35.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;16.99;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;7.0;GEN ACICLOVIR 200MG 25CPR;SANDOZ;ACICLOVIR;B;SUBIR PREÇO URGENTE;5.595714285714291;6.945261918775739;1.179999999999998;16.99;19.000000000000004;111.83048852266042;34.81;-17.820000000000004;-104.88522660388466;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896422505741;ACICLOVIR CR DERM 50MG/G 10G MEDLEY;17.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.65;RAIADROGASIL SA;Drogasil;11.0;ACICLOVIR 50 MEG 10G;SANOFI-MEDLEY;ACICLOVIR;B;SUBIR PREÇO;1.210714285714285;20.20231213872833;1.7475;8.65;9.339999999999998;107.97687861271675;16.2425;-7.592499999999999;-87.77456647398843;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150095601;DOVE LEAVEIN BOND INTENSE REPAIR 50ML;21.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;10.82;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;2.0;LEAVE IN DOVE BOND I;UNILEVER;DOVE;B;SUBIR PREÇO URGENTE;6.290714285714284;-10.6977818853974;-1.157499999999999;10.82;11.169999999999998;103.2347504621072;23.147499999999997;-12.327499999999997;-113.9325323475046;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
78912366;GAROTO CHOC BATON BRANCO 16GR;1.9899999999999998;10;ZANOL E THOMAZ LTDA;Zanol e Thomaz;0.99;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;62.0;CHOC BATON GAROTO BRANCO 16G;NESTLE;GAROTO;B;SUBIR PREÇO URGENTE;0.9465306122449002;-36.92640692640707;-0.36557142857143;1.851538461538462;0.9999999999999998;101.010101010101;2.3555714285714298;-1.3655714285714298;-137.93650793650806;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
4005900521934;NIVEA SAB BARRA ERVA DOCE 85GR;3.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.99;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;22.0;SAB NIVEA HID ERVA DOCE 85G;BEIERSDORF - NIVEA;NIVEA;B;SUBIR PREÇO URGENTE;1.524285714285715;-23.61809045226131;-0.47;2.667777777777777;2.0;100.50251256281406;4.46;-2.4699999999999998;-124.12060301507537;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947620131;JOAO E MARIA SAB LIQ GLICERINA 200ML;17.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.99;TRIANGULO DROGARIA LTDA;Triangulo;12.0;JOAO E MARIA SAB LIQ GLICERINA 200ML;CIMED;JOAO E MARIA;B;SUBIR PREÇO URGENTE;9.367142857142857;-42.93659621802001;-3.859999999999999;16.19;8.999999999999998;100.111234705228;21.849999999999998;-12.859999999999998;-143.04783092324803;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947622050;JOAO E MARIA CD GLICERINA 200ML;18.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.49;TRIANGULO DROGARIA LTDA;Triangulo;5.0;JOAO E MARIA CD GLICERINA 200ML;CIMED;JOAO E MARIA;B;SUBIR PREÇO URGENTE;10.09571428571429;-44.46786090621708;-4.220000000000001;12.65666666666667;9.499999999999998;100.10537407797679;23.21;-13.72;-144.5732349841939;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947621992;JOAO E MARIA CL LAVANDA 200ML;30.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;15.49;TRIANGULO DROGARIA LTDA;Triangulo;2.0;JOAO E MARIA CL LAVANDA 200ML;CIMED;JOAO E MARIA;B;SUBIR PREÇO URGENTE;17.33857142857143;-48.35377663008393;-7.49;23.24;15.499999999999998;100.0645577792124;38.48;-22.989999999999995;-148.41833440929628;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896004708942;ESPIRONOLACTONA 25MG 30CPR EMS;17.01;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.7;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;19.0;ESPIRONOLACTONA 25MG;EMS;ESPIRONOLACTONA;A;SUBIR PREÇO URGENTE;1.764285714285716;15.80459770114942;1.374999999999999;8.7;8.310000000000002;95.51724137931038;15.635000000000003;-6.935000000000004;-79.71264367816097;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947620513;CARMED ENX BUCAL DENTADURA 250ML;14.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.75;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;5.0;ENX BUCAL CARMED FIN;CIMED;CARMED;B;SUBIR PREÇO URGENTE;4.026190476190473;-6.365591397849427;-0.4933333333333305;9.25;7.24;93.41935483870968;15.48333333333333;-7.733333333333331;-99.78494623655911;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947620520;CARMED ENX BUCAL BEIJOS 250ML;14.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.75;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;11.0;ENX BUCAL CARMED FIN;CIMED;CARMED;B;SUBIR PREÇO URGENTE;4.027232142857144;-6.375000000000002;-0.4940625000000001;7.75;7.24;93.41935483870968;15.4840625;-7.7340625;-99.79435483870968;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317003050;DOXAZOSINA 4MG 30 CP EURO;39.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;20.99;TRIANGULO DROGARIA LTDA;Triangulo;8.0;DOXAZOSINA 4MG 30 CP EURO;EUROFARMA;DOXAZOSINA;B;SUBIR PREÇO URGENTE;3.017142857142861;19.93806574559313;4.184999999999999;35.24;19.000000000000004;90.51929490233447;35.80500000000001;-14.815000000000008;-70.58122915674136;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947620490;CARMED GEL DENTAL C/FLUOR DENTADURA 70GR;16.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;8.99;TRIANGULO DROGARIA LTDA;Triangulo;11.0;CARMED GEL DENTAL C/FLUOR DENTADURA 70GR;CIMED;CARMED;B;SUBIR PREÇO URGENTE;2.781428571428572;8.342602892102335;0.75;17.09;7.999999999999998;88.9877641824249;16.24;-7.249999999999998;-80.64516129032255;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896714207551;DIPIRONA 1G 10 CPR NEO;14.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.99;RAIADROGASIL S.A.;Drogasil;34.0;DIPIRONA SODICA NEG10S;NEO QUIMICA;DIPIRONA;A;COMPETITIVO;-3.575714285714286;55.05505505505506;5.5;9.99;7.0;87.60951188986232;9.49;-1.5;-18.773466833541928;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317005269;DESLORATADINA 5MG 10 CP EURO;23.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.0;MARCOPHARMA COMERCIO DE MEDICAMENTOS EIRELI;Marcopharma De;32.0;GEN DESLORATADINA 5MG 10CPR REV;EUROFARMA;DESLORATADINA;A;COMPETITIVO;-5.960204081632657;62.09340659340662;8.072142857142861;13.0;10.989999999999998;84.53846153846153;15.917857142857137;-2.9178571428571374;-22.445054945054903;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896094929807;TAMARINE GERMINA 4BI 5FLAC 5ML;36.17;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;19.89;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;2.0;TAMARINE GERMINA 4BI;HYPERA CH;TAMARINE GERMINA;B;SUBIR PREÇO URGENTE;18.79571428571428;-36.14881850175966;-7.189999999999998;19.89;16.28;81.85017596782302;43.36;-23.47;-117.99899446958268;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891000393284;NINHO INTEGRAL INSTANTANEO 380GR;17.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.9;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;53.0;LEITE NINHO INTEGRAL;NESTLE;NINHO LEITE;A;SUBIR PREÇO URGENTE;12.22857142857143;-56.46464646464646;-5.59;13.23333333333333;8.089999999999998;81.7171717171717;23.58;-13.679999999999998;-138.18181818181816;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896523201948;K-MED 2 EM 1 GEL FR 50G;17.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.95;RAIADROGASIL SA;Drogasil;14.0;K-MED GEL 2EM1 50G;CIMED;K-MED;B;SUBIR PREÇO URGENTE;8.892857142857142;-32.56281407035176;-3.24;9.95;8.04;80.8040201005025;21.229999999999997;-11.279999999999998;-113.36683417085425;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896007550906;INTIMUS ABS NOT SECA C/ABAS C/30;24.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.91;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;10.0;INTIMUS ABS NOT SECA C/ABAS C/30;KIMBERLY CLARK;INTIMUS;B;SUBIR PREÇO;0.9346031746031471;27.38206393668587;6.842777777777798;24.99;11.079999999999998;79.65492451473759;18.1472222222222;-4.237222222222201;-30.46169821870741;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891962015620;BAUDUCCO BOLINHO MORANG C/BAUNILHA 40GR UN;2.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.69;POSTERUS SUPERMERCADOS LTDA;Posterus Super Rcados;9.0;BOLINHO BAUDUCCO BAUNMORAN 40G;BAUDUCCO;BAUDUCCO;B;SUBIR PREÇO URGENTE;1.063571428571429;-14.05325443786982;-0.2375;1.69;1.3000000000000003;76.92307692307693;3.2275;-1.5375;-90.97633136094674;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891962051574;BAUDUCCO BOLINHO ROLL CHOC 34GR;2.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.69;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;8.0;BOLINHO BAUDUCCO ROLL CHOC 34G;BAUDUCCO;BAUDUCCO;B;SUBIR PREÇO URGENTE;1.218163265306129;-20.45646661031302;-0.3457142857142901;1.69;1.3000000000000003;76.92307692307693;3.3357142857142903;-1.6457142857142903;-97.37954353338996;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7897947622241;CARMED HID LAB SELECOES 5G;13.115;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.49;TRIANGULO DROGARIA LTDA;Triangulo;18.0;CARMED HID LAB SELECOES 5G;;;;SEM CUSTO;;;;11.70875;5.625;75.10013351134846;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891024035214;PROTEX SAB MACADAMIA 85G;4.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.89;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;15.0;SAB PROTEX ANT MACADAMIA 85G;COLGATE;PROTEX;B;SUBIR PREÇO URGENTE;44.85285714285715;-1056.401384083045;-30.53;3.295;2.1;72.66435986159169;35.52;-32.63;-1129.0657439446368;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896112486787;ARADOIS 50MG 30CPR;7.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;4.73;RAIADROGASIL S.A.;Drogasil;40.0;ARADOIS 50 MG 30 'S;BIOLAB;ARADOIS;A;SUBIR PREÇO URGENTE;2.099468438538199;-1.070357441368699;-0.05062790697673947;5.075;3.26;68.92177589852008;8.04062790697674;-3.3106279069767393;-69.99213333988877;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896006219255;FONT D 50.000 UI X 08 COMP;58.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;35.0;SOUZA E MONTEIRO COMERCIO DE MEDICAMENTOS LTDA;Souza E Monteiro;16.0;FONT D 50.000UI COM REV X 8;UNIAO QUIMICA;FONT D;B;MANTER;-0.2535714285714263;30.50714285714286;10.6775;35.0;23.990000000000002;68.54285714285714;48.3125;-13.3125;-38.035714285714285;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7899620915046;SCAFLOGIN 100MG 12 CPR;3.33;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.0;ADRIELE COSTA S S EIRELI;Adriele Costa S;15.0;SCAFLOGIN 100MG 12 COMP NIMESULIDA;GLOBO;SCAFLOGIN;A;SUBIR PREÇO;0.07914893617021423;27.2297872340425;0.54459574468085;2.0;1.33;66.5;2.78540425531915;-0.78540425531915;-39.2702127659575;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891058002725;IBUPROFENO 400MG 10CAPS MEDLEY;14.99;3;ZANOL E THOMAZ LTDA;Zanol e Thomaz;9.07;RAIADROGASIL SA;Drogasil;27.0;IBUPROFENO 400MG 10S;SANOFI-MEDLEY;IBUPROFENO;B;SUBIR PREÇO URGENTE;3.462142857142858;3.28004410143329;0.2974999999999994;9.683333333333334;5.92;65.27012127894156;14.6925;-5.6225000000000005;-61.990077177508276;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896512941947;GRANADO BEBE SAB BARRA CAMOMILA 90G;10.99;8;ZANOL E THOMAZ LTDA;Zanol e Thomaz;6.69;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;32.0;SAB GRANADO GLIC BEBE CAMOMILA 90G;GRANADO;GRANADO BEBE;B;MANTER;-0.04604395604395695;30.48177532482467;2.039230769230771;6.69;4.3;64.27503736920777;8.950769230769229;-2.2607692307692284;-33.793262044383084;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7509546679525;COLGATE ENX BUCAL PLAX ODOR CONTROL 250ML;12.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;7.99;SUPERMERCADO SANTA MARIA LTDA;Super Rcado Nta;5.0;ENX COLGATE PLAX 250ML FRESH MINT;COLGATE;COLGATE;B;SUBIR PREÇO URGENTE;5.724285714285715;-20.15018773466833;-1.609999999999999;7.99;5.0;62.57822277847309;14.6;-6.609999999999999;-82.72841051314141;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896311708314;IM CREATINA HARDCORE 300GR;96.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;59.9;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;13.0;CREATINA INTEG MED M;INTEGRALMEDICA;CREATINA;A;SUBIR PREÇO;4.771428571428579;24.42404006677796;14.63;66.59666666666666;37.089999999999996;61.91986644407345;82.36;-22.46;-37.495826377295494;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896902210905;FARMAX AMONIA 100ML;4.49;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.81;EAN COMERCIO DE COSMETICOS LTDA;Ean De;14.0;AMONIA FARMAX PELOS DOURADOS 100ML - UN;FARMAX;FARMAX;B;MANTER;-0.5385714285714283;43.41637010676156;1.22;2.81;1.6800000000000002;59.78647686832741;3.2700000000000005;-0.4600000000000004;-16.37010676156585;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896422520669;SIMETICONA 125MG 10 CAPS GEL MEDLEY;10.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;6.9;RAIADROGASIL S.A.;Drogasil;26.0;SIMETICONA 125 MEG 10S;SANOFI-MEDLEY;SIMETICONA;A;COMPETITIVO;-2.235714285714286;52.68115942028986;3.635;6.9;4.09;59.27536231884057;7.355;-0.45500000000000007;-6.5942028985507255;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896422506229;DIPIRONA GTS 10ML MEDLEY;9.1;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;5.79;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;32.0;DIPIRONA SOD 10ML GN;SANOFI-MEDLEY;DIPIRONA;A;MANTER;-0.3813557779799854;34.61051890476667;2.00394904458599;5.79;3.3099999999999996;57.16753022452503;7.096050955414009;-1.3060509554140092;-22.557011319758363;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891058001155;NOVALGINA 1000MG 10CPR;21.97;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;13.99;TRIANGULO DROGARIA LTDA;Triangulo;33.0;NOVALGINA 1000MG 10CPR;OPELLA;NOVALGINA;A;SUBIR PREÇO URGENTE;9.285714285714285;-4.355179704016902;-0.8239999999999981;20.7228;7.979999999999999;57.04074338813437;22.793999999999997;-8.803999999999997;-62.93066476054322;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317101985;AZITROMICINA 900MG PO SUSP 22,5ML EURO;38.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;25.0;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;34.0;GEN AZITROMICINA 900MG 22,5ML;EUROFARMA;AZITROMICINA;A;SUBIR PREÇO;0.5928571428571416;28.34;7.085000000000001;28.3075;13.990000000000002;55.96000000000001;31.905;-6.905000000000001;-27.620000000000005;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891024035313;PROTEX SAB MEN SPORT 85G;4.49;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;2.89;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;23.0;SAB PROTEX ANT MEN SPORT 85G;COLGATE;PROTEX;B;SUBIR PREÇO URGENTE;1.324285714285714;-2.07612456747405;-0.06000000000000005;3.415;1.6;55.36332179930796;4.550000000000001;-1.6600000000000006;-57.43944636678202;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
78948150;LACTA CHOC WAFER OREO 20,1GR;1.99;4;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.29;MATEUS SUPERMERCADOS S.A. - MIX MARABA;Mateus Super Rcados;27.0;CHOC LACTA BB OREO 20G;;;;SEM CUSTO;;;;1.34;0.7;54.263565891472865;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891317140458;DIENOGESTE 2MG 30CPR EURO;38.99;2;ZANOL E THOMAZ LTDA;Zanol e Thomaz;25.32;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;9.0;GEN DIENOGESTE 2MG 30CPR;EUROFARMA;DIENOGESTE;A;MANTER;-6.05730158730157;46.74609443566785;11.8361111111111;25.32;13.670000000000002;53.988941548183256;27.1538888888889;-1.8338888888889002;-7.2428471125154035;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
4005900453259;NIVEA HID LABIAL CAREC AMORA 4,8GR;19.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;12.99;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;8.0;HID LABIAL NIVEA AMO;BEIERSDORF - NIVEA;NIVEA;B;SUBIR PREÇO URGENTE;4.185824175824143;7.443595665304851;0.9669230769231003;12.99;6.999999999999998;53.88760585065433;19.0230769230769;-6.0330769230769;-46.4440101853495;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
78907461;GAROTO CHOC TALENTO AVELA 25G UN;4.99;7;ZANOL E THOMAZ LTDA;Zanol e Thomaz;3.25;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;26.0;CHOC BR GAROTO TAL AVELA 25G;;;;SEM CUSTO;;;;3.32;1.7400000000000002;53.53846153846155;;;;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7896006219248;FONT D 50.000UI COM REV X 4;38.99;6;ZANOL E THOMAZ LTDA;Zanol e Thomaz;25.4;BRASIFARMA COMERCIO DE MEDICAMENTOS LTDA;Brasifarma;18.0;FONT D 50.000UI 04CPR;UNIAO QUIMICA;FONT D;B;MANTER;-6.503571428571426;47.92322834645669;12.1725;25.4;13.590000000000003;53.503937007874036;26.817500000000003;-1.417500000000004;-5.580708661417339;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150008137;CLEAR SH HIDRATACAO INTENSA 400ML;28.99;5;ZANOL E THOMAZ LTDA;Zanol e Thomaz;18.99;EMPREENDIMENTOS PAGUE MENOS S/A;Pague Menos;8.0;SHP CLEAR HIDRATACAO;UNILEVER;CLEAR;B;SUBIR PREÇO URGENTE;9.931428571428576;-6.608741442864679;-1.255000000000003;18.99;10.0;52.65929436545551;30.245;-11.255000000000003;-59.268035808320185;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891150094741;DOVE DES CR SERUM REPARACAO DIARIA 50G;15.99;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;10.49;IMIFARMA PRODU FARMACEU E COSMETIC S.A;Imifarma Produ Farmaceu;12.0;DOVE ANT CR REP DIAR50;UNILEVER;DOVE;B;SUBIR PREÇO;0.2411069558712864;28.90548074507198;4.4572251308901;15.42;5.5;52.430886558627265;11.5327748691099;-1.0427748691099001;-9.940656521543376;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
7891962067889;BOLINHO BAUDUCCO LARANJA 01X16X40GR UN;2.56;1;ZANOL E THOMAZ LTDA;Zanol e Thomaz;1.69;MATEUS SUPERMERCADOS SA;Mateus Super Rcados;9.0;BOLINHO BAUDUCCO LARANJA 40G;BAUDUCCO;BAUDUCCO;B;SUBIR PREÇO URGENTE;1.052857142857143;-13.6094674556213;-0.23;2.34;0.8700000000000001;51.47928994082841;2.79;-1.1;-65.08875739644971;🔴 Negociar Compras;🔴 Crítica;Enviar para compras negociar custo/condição antes de reduzir.;1
